file_name	version	domain	source_path	destination_path	status	supersedes	notes
SNAPN_SPORTS_V2_OPENAPI_v1.4.yaml	v1.4	package	/Volumes/740GB/## APP/Snapnsports v2_DOC/chatgpt_canonical_import/snapn_v2_implementation_lock_v1_4/SNAPN_SPORTS_V2_OPENAPI_v1.4.yaml	docs/canonical/archives/chatgpt-source/v1.4/SNAPN_SPORTS_V2_OPENAPI_v1.4.yaml	ARCHIVE		Original package copy
SNAPN_SPORTS_V2_DATABASE_SCHEMA_v1.4.sql	v1.4	package	/Volumes/740GB/## APP/Snapnsports v2_DOC/chatgpt_canonical_import/snapn_v2_implementation_lock_v1_4/SNAPN_SPORTS_V2_DATABASE_SCHEMA_v1.4.sql	docs/canonical/archives/chatgpt-source/v1.4/SNAPN_SPORTS_V2_DATABASE_SCHEMA_v1.4.sql	ARCHIVE		Original package copy
OPENAPI_VALIDATION.txt	v1.4	package	/Volumes/740GB/## APP/Snapnsports v2_DOC/chatgpt_canonical_import/snapn_v2_implementation_lock_v1_4/OPENAPI_VALIDATION.txt	docs/canonical/archives/chatgpt-source/v1.4/OPENAPI_VALIDATION.txt	ARCHIVE		Original package copy
SNAPN_SPORTS_V2_DATABASE_SCHEMA_GUIDE_v1.4.docx	v1.4	package	/Volumes/740GB/## APP/Snapnsports v2_DOC/chatgpt_canonical_import/snapn_v2_implementation_lock_v1_4/SNAPN_SPORTS_V2_DATABASE_SCHEMA_GUIDE_v1.4.docx	docs/canonical/archives/chatgpt-source/v1.4/SNAPN_SPORTS_V2_DATABASE_SCHEMA_GUIDE_v1.4.docx	ARCHIVE		Original package copy
CHANGELOG_v1.4.md	v1.4	package	/Volumes/740GB/## APP/Snapnsports v2_DOC/chatgpt_canonical_import/snapn_v2_implementation_lock_v1_4/CHANGELOG_v1.4.md	docs/canonical/archives/chatgpt-source/v1.4/CHANGELOG_v1.4.md	ARCHIVE		Original package copy
SNAPN_SPORTS_V2_UI_COMPONENT_CONTRACT_v1.4.docx	v1.4	package	/Volumes/740GB/## APP/Snapnsports v2_DOC/chatgpt_canonical_import/snapn_v2_implementation_lock_v1_4/SNAPN_SPORTS_V2_UI_COMPONENT_CONTRACT_v1.4.docx	docs/canonical/archives/chatgpt-source/v1.4/SNAPN_SPORTS_V2_UI_COMPONENT_CONTRACT_v1.4.docx	ARCHIVE		Original package copy
.keep	v1.5	package	/Volumes/740GB/## APP/Snapnsports v2_DOC/chatgpt_canonical_import/SNAPN_SPORTS_V2_BACKEND_IMPLEMENTATION_LOCK_v1.5/reference_scaffold/backend/migrations/.keep	docs/canonical/backend/v1.5/reference_scaffold/backend/migrations/.keep	REFERENCE_ONLY		Logical reference scaffold; no operational runtime code
.keep	v1.5	package	/Volumes/740GB/## APP/Snapnsports v2_DOC/chatgpt_canonical_import/SNAPN_SPORTS_V2_BACKEND_IMPLEMENTATION_LOCK_v1.5/reference_scaffold/backend/contracts/.keep	docs/canonical/backend/v1.5/reference_scaffold/backend/contracts/.keep	REFERENCE_ONLY		Logical reference scaffold; no operational runtime code
.keep	v1.5	package	/Volumes/740GB/## APP/Snapnsports v2_DOC/chatgpt_canonical_import/SNAPN_SPORTS_V2_BACKEND_IMPLEMENTATION_LOCK_v1.5/reference_scaffold/backend/tests/unit/.keep	docs/canonical/backend/v1.5/reference_scaffold/backend/tests/unit/.keep	REFERENCE_ONLY		Logical reference scaffold; no operational runtime code
.keep	v1.5	package	/Volumes/740GB/## APP/Snapnsports v2_DOC/chatgpt_canonical_import/SNAPN_SPORTS_V2_BACKEND_IMPLEMENTATION_LOCK_v1.5/reference_scaffold/backend/tests/contract/.keep	docs/canonical/backend/v1.5/reference_scaffold/backend/tests/contract/.keep	REFERENCE_ONLY		Logical reference scaffold; no operational runtime code
.keep	v1.5	package	/Volumes/740GB/## APP/Snapnsports v2_DOC/chatgpt_canonical_import/SNAPN_SPORTS_V2_BACKEND_IMPLEMENTATION_LOCK_v1.5/reference_scaffold/backend/tests/security/.keep	docs/canonical/backend/v1.5/reference_scaffold/backend/tests/security/.keep	REFERENCE_ONLY		Logical reference scaffold; no operational runtime code
.keep	v1.5	package	/Volumes/740GB/## APP/Snapnsports v2_DOC/chatgpt_canonical_import/SNAPN_SPORTS_V2_BACKEND_IMPLEMENTATION_LOCK_v1.5/reference_scaffold/backend/tests/integration/.keep	docs/canonical/backend/v1.5/reference_scaffold/backend/tests/integration/.keep	REFERENCE_ONLY		Logical reference scaffold; no operational runtime code
.keep	v1.5	package	/Volumes/740GB/## APP/Snapnsports v2_DOC/chatgpt_canonical_import/SNAPN_SPORTS_V2_BACKEND_IMPLEMENTATION_LOCK_v1.5/reference_scaffold/backend/tests/recovery/.keep	docs/canonical/backend/v1.5/reference_scaffold/backend/tests/recovery/.keep	REFERENCE_ONLY		Logical reference scaffold; no operational runtime code
.keep	v1.5	package	/Volumes/740GB/## APP/Snapnsports v2_DOC/chatgpt_canonical_import/SNAPN_SPORTS_V2_BACKEND_IMPLEMENTATION_LOCK_v1.5/reference_scaffold/backend/tests/load/.keep	docs/canonical/backend/v1.5/reference_scaffold/backend/tests/load/.keep	REFERENCE_ONLY		Logical reference scaffold; no operational runtime code
.keep	v1.5	package	/Volumes/740GB/## APP/Snapnsports v2_DOC/chatgpt_canonical_import/SNAPN_SPORTS_V2_BACKEND_IMPLEMENTATION_LOCK_v1.5/reference_scaffold/backend/tests/e2e/.keep	docs/canonical/backend/v1.5/reference_scaffold/backend/tests/e2e/.keep	REFERENCE_ONLY		Logical reference scaffold; no operational runtime code
.keep	v1.5	package	/Volumes/740GB/## APP/Snapnsports v2_DOC/chatgpt_canonical_import/SNAPN_SPORTS_V2_BACKEND_IMPLEMENTATION_LOCK_v1.5/reference_scaffold/backend/workers/migration_verification/.keep	docs/canonical/backend/v1.5/reference_scaffold/backend/workers/migration_verification/.keep	REFERENCE_ONLY		Logical reference scaffold; no operational runtime code
.keep	v1.5	package	/Volumes/740GB/## APP/Snapnsports v2_DOC/chatgpt_canonical_import/SNAPN_SPORTS_V2_BACKEND_IMPLEMENTATION_LOCK_v1.5/reference_scaffold/backend/workers/privacy_cascade/.keep	docs/canonical/backend/v1.5/reference_scaffold/backend/workers/privacy_cascade/.keep	REFERENCE_ONLY		Logical reference scaffold; no operational runtime code
.keep	v1.5	package	/Volumes/740GB/## APP/Snapnsports v2_DOC/chatgpt_canonical_import/SNAPN_SPORTS_V2_BACKEND_IMPLEMENTATION_LOCK_v1.5/reference_scaffold/backend/workers/notification/.keep	docs/canonical/backend/v1.5/reference_scaffold/backend/workers/notification/.keep	REFERENCE_ONLY		Logical reference scaffold; no operational runtime code
.keep	v1.5	package	/Volumes/740GB/## APP/Snapnsports v2_DOC/chatgpt_canonical_import/SNAPN_SPORTS_V2_BACKEND_IMPLEMENTATION_LOCK_v1.5/reference_scaffold/backend/workers/search_index/.keep	docs/canonical/backend/v1.5/reference_scaffold/backend/workers/search_index/.keep	REFERENCE_ONLY		Logical reference scaffold; no operational runtime code
.keep	v1.5	package	/Volumes/740GB/## APP/Snapnsports v2_DOC/chatgpt_canonical_import/SNAPN_SPORTS_V2_BACKEND_IMPLEMENTATION_LOCK_v1.5/reference_scaffold/backend/workers/outbox_dispatcher/.keep	docs/canonical/backend/v1.5/reference_scaffold/backend/workers/outbox_dispatcher/.keep	REFERENCE_ONLY		Logical reference scaffold; no operational runtime code
.keep	v1.5	package	/Volumes/740GB/## APP/Snapnsports v2_DOC/chatgpt_canonical_import/SNAPN_SPORTS_V2_BACKEND_IMPLEMENTATION_LOCK_v1.5/reference_scaffold/backend/workers/analytics_ingest/.keep	docs/canonical/backend/v1.5/reference_scaffold/backend/workers/analytics_ingest/.keep	REFERENCE_ONLY		Logical reference scaffold; no operational runtime code
.keep	v1.5	package	/Volumes/740GB/## APP/Snapnsports v2_DOC/chatgpt_canonical_import/SNAPN_SPORTS_V2_BACKEND_IMPLEMENTATION_LOCK_v1.5/reference_scaffold/backend/workers/earthus_refresh/.keep	docs/canonical/backend/v1.5/reference_scaffold/backend/workers/earthus_refresh/.keep	REFERENCE_ONLY		Logical reference scaffold; no operational runtime code
.keep	v1.5	package	/Volumes/740GB/## APP/Snapnsports v2_DOC/chatgpt_canonical_import/SNAPN_SPORTS_V2_BACKEND_IMPLEMENTATION_LOCK_v1.5/reference_scaffold/backend/workers/media_processing/.keep	docs/canonical/backend/v1.5/reference_scaffold/backend/workers/media_processing/.keep	REFERENCE_ONLY		Logical reference scaffold; no operational runtime code
.keep	v1.5	package	/Volumes/740GB/## APP/Snapnsports v2_DOC/chatgpt_canonical_import/SNAPN_SPORTS_V2_BACKEND_IMPLEMENTATION_LOCK_v1.5/reference_scaffold/backend/workers/cache_invalidation/.keep	docs/canonical/backend/v1.5/reference_scaffold/backend/workers/cache_invalidation/.keep	REFERENCE_ONLY		Logical reference scaffold; no operational runtime code
.keep	v1.5	package	/Volumes/740GB/## APP/Snapnsports v2_DOC/chatgpt_canonical_import/SNAPN_SPORTS_V2_BACKEND_IMPLEMENTATION_LOCK_v1.5/reference_scaffold/backend/ops/.keep	docs/canonical/backend/v1.5/reference_scaffold/backend/ops/.keep	REFERENCE_ONLY		Logical reference scaffold; no operational runtime code
.keep	v1.5	package	/Volumes/740GB/## APP/Snapnsports v2_DOC/chatgpt_canonical_import/SNAPN_SPORTS_V2_BACKEND_IMPLEMENTATION_LOCK_v1.5/reference_scaffold/backend/src/bootstrap/.keep	docs/canonical/backend/v1.5/reference_scaffold/backend/src/bootstrap/.keep	REFERENCE_ONLY		Logical reference scaffold; no operational runtime code
.keep	v1.5	package	/Volumes/740GB/## APP/Snapnsports v2_DOC/chatgpt_canonical_import/SNAPN_SPORTS_V2_BACKEND_IMPLEMENTATION_LOCK_v1.5/reference_scaffold/backend/src/shared/observability/.keep	docs/canonical/backend/v1.5/reference_scaffold/backend/src/shared/observability/.keep	REFERENCE_ONLY		Logical reference scaffold; no operational runtime code
.keep	v1.5	package	/Volumes/740GB/## APP/Snapnsports v2_DOC/chatgpt_canonical_import/SNAPN_SPORTS_V2_BACKEND_IMPLEMENTATION_LOCK_v1.5/reference_scaffold/backend/src/shared/application/.keep	docs/canonical/backend/v1.5/reference_scaffold/backend/src/shared/application/.keep	REFERENCE_ONLY		Logical reference scaffold; no operational runtime code
.keep	v1.5	package	/Volumes/740GB/## APP/Snapnsports v2_DOC/chatgpt_canonical_import/SNAPN_SPORTS_V2_BACKEND_IMPLEMENTATION_LOCK_v1.5/reference_scaffold/backend/src/shared/infrastructure/.keep	docs/canonical/backend/v1.5/reference_scaffold/backend/src/shared/infrastructure/.keep	REFERENCE_ONLY		Logical reference scaffold; no operational runtime code
.keep	v1.5	package	/Volumes/740GB/## APP/Snapnsports v2_DOC/chatgpt_canonical_import/SNAPN_SPORTS_V2_BACKEND_IMPLEMENTATION_LOCK_v1.5/reference_scaffold/backend/src/shared/domain/.keep	docs/canonical/backend/v1.5/reference_scaffold/backend/src/shared/domain/.keep	REFERENCE_ONLY		Logical reference scaffold; no operational runtime code
.keep	v1.5	package	/Volumes/740GB/## APP/Snapnsports v2_DOC/chatgpt_canonical_import/SNAPN_SPORTS_V2_BACKEND_IMPLEMENTATION_LOCK_v1.5/reference_scaffold/backend/src/http/.keep	docs/canonical/backend/v1.5/reference_scaffold/backend/src/http/.keep	REFERENCE_ONLY		Logical reference scaffold; no operational runtime code
.keep	v1.5	package	/Volumes/740GB/## APP/Snapnsports v2_DOC/chatgpt_canonical_import/SNAPN_SPORTS_V2_BACKEND_IMPLEMENTATION_LOCK_v1.5/reference_scaffold/backend/src/modules/organization/.keep	docs/canonical/backend/v1.5/reference_scaffold/backend/src/modules/organization/.keep	REFERENCE_ONLY		Logical reference scaffold; no operational runtime code
.keep	v1.5	package	/Volumes/740GB/## APP/Snapnsports v2_DOC/chatgpt_canonical_import/SNAPN_SPORTS_V2_BACKEND_IMPLEMENTATION_LOCK_v1.5/reference_scaffold/backend/src/modules/feature_flags/.keep	docs/canonical/backend/v1.5/reference_scaffold/backend/src/modules/feature_flags/.keep	REFERENCE_ONLY		Logical reference scaffold; no operational runtime code
.keep	v1.5	package	/Volumes/740GB/## APP/Snapnsports v2_DOC/chatgpt_canonical_import/SNAPN_SPORTS_V2_BACKEND_IMPLEMENTATION_LOCK_v1.5/reference_scaffold/backend/src/modules/privacy/.keep	docs/canonical/backend/v1.5/reference_scaffold/backend/src/modules/privacy/.keep	REFERENCE_ONLY		Logical reference scaffold; no operational runtime code
.keep	v1.5	package	/Volumes/740GB/## APP/Snapnsports v2_DOC/chatgpt_canonical_import/SNAPN_SPORTS_V2_BACKEND_IMPLEMENTATION_LOCK_v1.5/reference_scaffold/backend/src/modules/identity/.keep	docs/canonical/backend/v1.5/reference_scaffold/backend/src/modules/identity/.keep	REFERENCE_ONLY		Logical reference scaffold; no operational runtime code
.keep	v1.5	package	/Volumes/740GB/## APP/Snapnsports v2_DOC/chatgpt_canonical_import/SNAPN_SPORTS_V2_BACKEND_IMPLEMENTATION_LOCK_v1.5/reference_scaffold/backend/src/modules/earthus/.keep	docs/canonical/backend/v1.5/reference_scaffold/backend/src/modules/earthus/.keep	REFERENCE_ONLY		Logical reference scaffold; no operational runtime code
.keep	v1.5	package	/Volumes/740GB/## APP/Snapnsports v2_DOC/chatgpt_canonical_import/SNAPN_SPORTS_V2_BACKEND_IMPLEMENTATION_LOCK_v1.5/reference_scaffold/backend/src/modules/notification/.keep	docs/canonical/backend/v1.5/reference_scaffold/backend/src/modules/notification/.keep	REFERENCE_ONLY		Logical reference scaffold; no operational runtime code
.keep	v1.5	package	/Volumes/740GB/## APP/Snapnsports v2_DOC/chatgpt_canonical_import/SNAPN_SPORTS_V2_BACKEND_IMPLEMENTATION_LOCK_v1.5/reference_scaffold/backend/src/modules/tactics/.keep	docs/canonical/backend/v1.5/reference_scaffold/backend/src/modules/tactics/.keep	REFERENCE_ONLY		Logical reference scaffold; no operational runtime code
.keep	v1.5	package	/Volumes/740GB/## APP/Snapnsports v2_DOC/chatgpt_canonical_import/SNAPN_SPORTS_V2_BACKEND_IMPLEMENTATION_LOCK_v1.5/reference_scaffold/backend/src/modules/training/.keep	docs/canonical/backend/v1.5/reference_scaffold/backend/src/modules/training/.keep	REFERENCE_ONLY		Logical reference scaffold; no operational runtime code
.keep	v1.5	package	/Volumes/740GB/## APP/Snapnsports v2_DOC/chatgpt_canonical_import/SNAPN_SPORTS_V2_BACKEND_IMPLEMENTATION_LOCK_v1.5/reference_scaffold/backend/src/modules/stadium/.keep	docs/canonical/backend/v1.5/reference_scaffold/backend/src/modules/stadium/.keep	REFERENCE_ONLY		Logical reference scaffold; no operational runtime code
.keep	v1.5	package	/Volumes/740GB/## APP/Snapnsports v2_DOC/chatgpt_canonical_import/SNAPN_SPORTS_V2_BACKEND_IMPLEMENTATION_LOCK_v1.5/reference_scaffold/backend/src/modules/athlete_guardian/.keep	docs/canonical/backend/v1.5/reference_scaffold/backend/src/modules/athlete_guardian/.keep	REFERENCE_ONLY		Logical reference scaffold; no operational runtime code
.keep	v1.5	package	/Volumes/740GB/## APP/Snapnsports v2_DOC/chatgpt_canonical_import/SNAPN_SPORTS_V2_BACKEND_IMPLEMENTATION_LOCK_v1.5/reference_scaffold/backend/src/modules/search/.keep	docs/canonical/backend/v1.5/reference_scaffold/backend/src/modules/search/.keep	REFERENCE_ONLY		Logical reference scaffold; no operational runtime code
.keep	v1.5	package	/Volumes/740GB/## APP/Snapnsports v2_DOC/chatgpt_canonical_import/SNAPN_SPORTS_V2_BACKEND_IMPLEMENTATION_LOCK_v1.5/reference_scaffold/backend/src/modules/safeguarding/.keep	docs/canonical/backend/v1.5/reference_scaffold/backend/src/modules/safeguarding/.keep	REFERENCE_ONLY		Logical reference scaffold; no operational runtime code
.keep	v1.5	package	/Volumes/740GB/## APP/Snapnsports v2_DOC/chatgpt_canonical_import/SNAPN_SPORTS_V2_BACKEND_IMPLEMENTATION_LOCK_v1.5/reference_scaffold/backend/src/modules/career_opportunity/.keep	docs/canonical/backend/v1.5/reference_scaffold/backend/src/modules/career_opportunity/.keep	REFERENCE_ONLY		Logical reference scaffold; no operational runtime code
.keep	v1.5	package	/Volumes/740GB/## APP/Snapnsports v2_DOC/chatgpt_canonical_import/SNAPN_SPORTS_V2_BACKEND_IMPLEMENTATION_LOCK_v1.5/reference_scaffold/backend/src/modules/communication/.keep	docs/canonical/backend/v1.5/reference_scaffold/backend/src/modules/communication/.keep	REFERENCE_ONLY		Logical reference scaffold; no operational runtime code
.keep	v1.5	package	/Volumes/740GB/## APP/Snapnsports v2_DOC/chatgpt_canonical_import/SNAPN_SPORTS_V2_BACKEND_IMPLEMENTATION_LOCK_v1.5/reference_scaffold/backend/src/modules/sync/.keep	docs/canonical/backend/v1.5/reference_scaffold/backend/src/modules/sync/.keep	REFERENCE_ONLY		Logical reference scaffold; no operational runtime code
.keep	v1.5	package	/Volumes/740GB/## APP/Snapnsports v2_DOC/chatgpt_canonical_import/SNAPN_SPORTS_V2_BACKEND_IMPLEMENTATION_LOCK_v1.5/reference_scaffold/backend/src/modules/role_verification/.keep	docs/canonical/backend/v1.5/reference_scaffold/backend/src/modules/role_verification/.keep	REFERENCE_ONLY		Logical reference scaffold; no operational runtime code
.keep	v1.5	package	/Volumes/740GB/## APP/Snapnsports v2_DOC/chatgpt_canonical_import/SNAPN_SPORTS_V2_BACKEND_IMPLEMENTATION_LOCK_v1.5/reference_scaffold/backend/src/modules/community/.keep	docs/canonical/backend/v1.5/reference_scaffold/backend/src/modules/community/.keep	REFERENCE_ONLY		Logical reference scaffold; no operational runtime code
.keep	v1.5	package	/Volumes/740GB/## APP/Snapnsports v2_DOC/chatgpt_canonical_import/SNAPN_SPORTS_V2_BACKEND_IMPLEMENTATION_LOCK_v1.5/reference_scaffold/backend/src/modules/authorization/.keep	docs/canonical/backend/v1.5/reference_scaffold/backend/src/modules/authorization/.keep	REFERENCE_ONLY		Logical reference scaffold; no operational runtime code
.keep	v1.5	package	/Volumes/740GB/## APP/Snapnsports v2_DOC/chatgpt_canonical_import/SNAPN_SPORTS_V2_BACKEND_IMPLEMENTATION_LOCK_v1.5/reference_scaffold/backend/src/modules/schedule_match/.keep	docs/canonical/backend/v1.5/reference_scaffold/backend/src/modules/schedule_match/.keep	REFERENCE_ONLY		Logical reference scaffold; no operational runtime code
.keep	v1.5	package	/Volumes/740GB/## APP/Snapnsports v2_DOC/chatgpt_canonical_import/SNAPN_SPORTS_V2_BACKEND_IMPLEMENTATION_LOCK_v1.5/reference_scaffold/backend/src/modules/admin_ops/.keep	docs/canonical/backend/v1.5/reference_scaffold/backend/src/modules/admin_ops/.keep	REFERENCE_ONLY		Logical reference scaffold; no operational runtime code
.keep	v1.5	package	/Volumes/740GB/## APP/Snapnsports v2_DOC/chatgpt_canonical_import/SNAPN_SPORTS_V2_BACKEND_IMPLEMENTATION_LOCK_v1.5/reference_scaffold/backend/src/modules/analytics/.keep	docs/canonical/backend/v1.5/reference_scaffold/backend/src/modules/analytics/.keep	REFERENCE_ONLY		Logical reference scaffold; no operational runtime code
.keep	v1.5	package	/Volumes/740GB/## APP/Snapnsports v2_DOC/chatgpt_canonical_import/SNAPN_SPORTS_V2_BACKEND_IMPLEMENTATION_LOCK_v1.5/reference_scaffold/backend/src/modules/media/.keep	docs/canonical/backend/v1.5/reference_scaffold/backend/src/modules/media/.keep	REFERENCE_ONLY		Logical reference scaffold; no operational runtime code
README.md	v1.5	package	/Volumes/740GB/## APP/Snapnsports v2_DOC/chatgpt_canonical_import/SNAPN_SPORTS_V2_BACKEND_IMPLEMENTATION_LOCK_v1.5/reference_scaffold/README.md	docs/canonical/backend/v1.5/reference_scaffold/README.md	REFERENCE_ONLY		Logical reference scaffold; no operational runtime code
README_FIRST_v1.4.md	v1.5	package	/Volumes/740GB/## APP/Snapnsports v2_DOC/chatgpt_canonical_import/SNAPN_SPORTS_V2_BACKEND_IMPLEMENTATION_LOCK_v1.5/00_BASELINE_V1.4/README_FIRST_v1.4.md	docs/canonical/backend/v1.5/00_BASELINE_V1.4/README_FIRST_v1.4.md	ARCHIVE		Baseline dependency retained without modification
SNAPN_SPORTS_V2_COMMUNITY_PARITY_SPEC_v1.4.md	v1.5	package	/Volumes/740GB/## APP/Snapnsports v2_DOC/chatgpt_canonical_import/SNAPN_SPORTS_V2_BACKEND_IMPLEMENTATION_LOCK_v1.5/00_BASELINE_V1.4/SNAPN_SPORTS_V2_COMMUNITY_PARITY_SPEC_v1.4.md	docs/canonical/backend/v1.5/00_BASELINE_V1.4/SNAPN_SPORTS_V2_COMMUNITY_PARITY_SPEC_v1.4.md	ARCHIVE		Baseline dependency retained without modification
SNAPN_SPORTS_V2_OPENAPI_CONTRACT_GUIDE_v1.4.docx	v1.5	package	/Volumes/740GB/## APP/Snapnsports v2_DOC/chatgpt_canonical_import/SNAPN_SPORTS_V2_BACKEND_IMPLEMENTATION_LOCK_v1.5/00_BASELINE_V1.4/SNAPN_SPORTS_V2_OPENAPI_CONTRACT_GUIDE_v1.4.docx	docs/canonical/backend/v1.5/00_BASELINE_V1.4/SNAPN_SPORTS_V2_OPENAPI_CONTRACT_GUIDE_v1.4.docx	ARCHIVE		Baseline dependency retained without modification
SNAPN_SPORTS_V2_ADMIN_OPS_CONSOLE_SPEC_v1.4.docx	v1.5	package	/Volumes/740GB/## APP/Snapnsports v2_DOC/chatgpt_canonical_import/SNAPN_SPORTS_V2_BACKEND_IMPLEMENTATION_LOCK_v1.5/00_BASELINE_V1.4/SNAPN_SPORTS_V2_ADMIN_OPS_CONSOLE_SPEC_v1.4.docx	docs/canonical/backend/v1.5/00_BASELINE_V1.4/SNAPN_SPORTS_V2_ADMIN_OPS_CONSOLE_SPEC_v1.4.docx	ARCHIVE		Baseline dependency retained without modification
SNAPN_SPORTS_V2_TEST_RELEASE_GATE_v1.4.md	v1.5	package	/Volumes/740GB/## APP/Snapnsports v2_DOC/chatgpt_canonical_import/SNAPN_SPORTS_V2_BACKEND_IMPLEMENTATION_LOCK_v1.5/00_BASELINE_V1.4/SNAPN_SPORTS_V2_TEST_RELEASE_GATE_v1.4.md	docs/canonical/backend/v1.5/00_BASELINE_V1.4/SNAPN_SPORTS_V2_TEST_RELEASE_GATE_v1.4.md	ARCHIVE		Baseline dependency retained without modification
MANIFEST.txt	v1.5	package	/Volumes/740GB/## APP/Snapnsports v2_DOC/chatgpt_canonical_import/SNAPN_SPORTS_V2_BACKEND_IMPLEMENTATION_LOCK_v1.5/00_BASELINE_V1.4/MANIFEST.txt	docs/canonical/backend/v1.5/00_BASELINE_V1.4/MANIFEST.txt	ARCHIVE		Baseline dependency retained without modification
SNAPN_SPORTS_V2_LEGACY_MIGRATION_MATRIX_v1.4.md	v1.5	package	/Volumes/740GB/## APP/Snapnsports v2_DOC/chatgpt_canonical_import/SNAPN_SPORTS_V2_BACKEND_IMPLEMENTATION_LOCK_v1.5/00_BASELINE_V1.4/SNAPN_SPORTS_V2_LEGACY_MIGRATION_MATRIX_v1.4.md	docs/canonical/backend/v1.5/00_BASELINE_V1.4/SNAPN_SPORTS_V2_LEGACY_MIGRATION_MATRIX_v1.4.md	ARCHIVE		Baseline dependency retained without modification
SNAPN_SPORTS_V2_DEPLOYMENT_RUNBOOK_v1.4.md	v1.5	package	/Volumes/740GB/## APP/Snapnsports v2_DOC/chatgpt_canonical_import/SNAPN_SPORTS_V2_BACKEND_IMPLEMENTATION_LOCK_v1.5/00_BASELINE_V1.4/SNAPN_SPORTS_V2_DEPLOYMENT_RUNBOOK_v1.4.md	docs/canonical/backend/v1.5/00_BASELINE_V1.4/SNAPN_SPORTS_V2_DEPLOYMENT_RUNBOOK_v1.4.md	ARCHIVE		Baseline dependency retained without modification
SNAPN_SPORTS_V2_LEGACY_MIGRATION_MATRIX_v1.4.docx	v1.5	package	/Volumes/740GB/## APP/Snapnsports v2_DOC/chatgpt_canonical_import/SNAPN_SPORTS_V2_BACKEND_IMPLEMENTATION_LOCK_v1.5/00_BASELINE_V1.4/SNAPN_SPORTS_V2_LEGACY_MIGRATION_MATRIX_v1.4.docx	docs/canonical/backend/v1.5/00_BASELINE_V1.4/SNAPN_SPORTS_V2_LEGACY_MIGRATION_MATRIX_v1.4.docx	ARCHIVE		Baseline dependency retained without modification
SNAPN_SPORTS_V2_DEPLOYMENT_RUNBOOK_v1.4.docx	v1.5	package	/Volumes/740GB/## APP/Snapnsports v2_DOC/chatgpt_canonical_import/SNAPN_SPORTS_V2_BACKEND_IMPLEMENTATION_LOCK_v1.5/00_BASELINE_V1.4/SNAPN_SPORTS_V2_DEPLOYMENT_RUNBOOK_v1.4.docx	docs/canonical/backend/v1.5/00_BASELINE_V1.4/SNAPN_SPORTS_V2_DEPLOYMENT_RUNBOOK_v1.4.docx	ARCHIVE		Baseline dependency retained without modification
SNAPN_SPORTS_V2_ADMIN_OPS_CONSOLE_SPEC_v1.4.md	v1.5	package	/Volumes/740GB/## APP/Snapnsports v2_DOC/chatgpt_canonical_import/SNAPN_SPORTS_V2_BACKEND_IMPLEMENTATION_LOCK_v1.5/00_BASELINE_V1.4/SNAPN_SPORTS_V2_ADMIN_OPS_CONSOLE_SPEC_v1.4.md	docs/canonical/backend/v1.5/00_BASELINE_V1.4/SNAPN_SPORTS_V2_ADMIN_OPS_CONSOLE_SPEC_v1.4.md	ARCHIVE		Baseline dependency retained without modification
SNAPN_SPORTS_V2_COMMUNITY_PARITY_SPEC_v1.4.docx	v1.5	package	/Volumes/740GB/## APP/Snapnsports v2_DOC/chatgpt_canonical_import/SNAPN_SPORTS_V2_BACKEND_IMPLEMENTATION_LOCK_v1.5/00_BASELINE_V1.4/SNAPN_SPORTS_V2_COMMUNITY_PARITY_SPEC_v1.4.docx	docs/canonical/backend/v1.5/00_BASELINE_V1.4/SNAPN_SPORTS_V2_COMMUNITY_PARITY_SPEC_v1.4.docx	ARCHIVE		Baseline dependency retained without modification
SQL_SANITY.txt	v1.5	package	/Volumes/740GB/## APP/Snapnsports v2_DOC/chatgpt_canonical_import/SNAPN_SPORTS_V2_BACKEND_IMPLEMENTATION_LOCK_v1.5/00_BASELINE_V1.4/SQL_SANITY.txt	docs/canonical/backend/v1.5/00_BASELINE_V1.4/SQL_SANITY.txt	ARCHIVE		Baseline dependency retained without modification
SNAPN_SPORTS_V2_TEST_RELEASE_GATE_v1.4.docx	v1.5	package	/Volumes/740GB/## APP/Snapnsports v2_DOC/chatgpt_canonical_import/SNAPN_SPORTS_V2_BACKEND_IMPLEMENTATION_LOCK_v1.5/00_BASELINE_V1.4/SNAPN_SPORTS_V2_TEST_RELEASE_GATE_v1.4.docx	docs/canonical/backend/v1.5/00_BASELINE_V1.4/SNAPN_SPORTS_V2_TEST_RELEASE_GATE_v1.4.docx	ARCHIVE		Baseline dependency retained without modification
SNAPN_SPORTS_V2_CODEX_EXECUTION_DIRECTIVE_v1.4.docx	v1.5	package	/Volumes/740GB/## APP/Snapnsports v2_DOC/chatgpt_canonical_import/SNAPN_SPORTS_V2_BACKEND_IMPLEMENTATION_LOCK_v1.5/00_BASELINE_V1.4/SNAPN_SPORTS_V2_CODEX_EXECUTION_DIRECTIVE_v1.4.docx	docs/canonical/backend/v1.5/00_BASELINE_V1.4/SNAPN_SPORTS_V2_CODEX_EXECUTION_DIRECTIVE_v1.4.docx	ARCHIVE		Baseline dependency retained without modification
